sessionID,time,speaker,q_id,emotion,text
kci3fsc3f4vlida4qnsd736k9,Thu Mar 02 16:25:36 CST 2017,U,EP3C,I,pure environment. and eat food that purifies your blood.
kci3fsc3f4vlida4qnsd736k9,Thu Mar 02 16:25:36 CST 2017,HG,EP3C,I,Do you think you would want to do an exercise like tai chi to help take care of your heart?
kci3fsc3f4vlida4qnsd736k9,Thu Mar 02 16:25:46 CST 2017,U,EP4A,I,sure
kci3fsc3f4vlida4qnsd736k9,Thu Mar 02 16:25:46 CST 2017,HG,EP4A,I,Have you ever noticed how some people get stressed out all the time? How do you take care of the stress in your life?
c9blu5vldnrpplnrgvav0n27i,Thu Mar 02 16:25:50 CST 2017,U,EP4A,I,Yes
c9blu5vldnrpplnrgvav0n27i,Thu Mar 02 16:25:50 CST 2017,HG,EP4A,I,Have you ever noticed how some people get stressed out all the time? How do you take care of the stress in your life?
kci3fsc3f4vlida4qnsd736k9,Thu Mar 02 16:26:18 CST 2017,U,EP4B,I,"I listen to the music, watch show and sleep as i am always busy"
kci3fsc3f4vlida4qnsd736k9,Thu Mar 02 16:26:18 CST 2017,HG,EP4B,I,Did you know that as little as one hour of tai chi can help you deal with stress?
kci3fsc3f4vlida4qnsd736k9,Thu Mar 02 16:26:31 CST 2017,U,RN5A,I,no
kci3fsc3f4vlida4qnsd736k9,Thu Mar 02 16:26:31 CST 2017,HG,RN5A,I,Some people have trouble with all the memorization when taking exams. How would you rate your memory?
kci3fsc3f4vlida4qnsd736k9,Thu Mar 02 16:26:45 CST 2017,U,RP5B,I,8
kci3fsc3f4vlida4qnsd736k9,Thu Mar 02 16:26:45 CST 2017,HG,RP5B,I,"Tai chi actually increases blood flow to the brain, which improves cognitive and memory function. Do you think this could help you?"
kci3fsc3f4vlida4qnsd736k9,Thu Mar 02 16:27:05 CST 2017,U,RP6A,I,yes absolutely
kci3fsc3f4vlida4qnsd736k9,Thu Mar 02 16:27:05 CST 2017,HG,RP6A,I,Even slight exercise can have huge lasting results. Did you know that people who exercise just 15 minutes a day have a 14% lower mortality rate? What are your thoughts on exercise?
kci3fsc3f4vlida4qnsd736k9,Thu Mar 02 16:27:48 CST 2017,U,RP6B,I,exercise makes you feel fresh and healthy as we lose or burn extra calories
kci3fsc3f4vlida4qnsd736k9,Thu Mar 02 16:27:48 CST 2017,HG,RP6B,I,Is a tai chi exercise session something you would consider trying?
kci3fsc3f4vlida4qnsd736k9,Thu Mar 02 16:28:01 CST 2017,U,CONCLTHANKS,I,yes sure
kci3fsc3f4vlida4qnsd736k9,Thu Mar 02 16:28:01 CST 2017,HG,CONCLTHANKS,I,"Well, thanks for talking to me. Would you be interested in learning more about tai chi?"
kci3fsc3f4vlida4qnsd736k9,Thu Mar 02 16:28:12 CST 2017,U,CONCLPRINT,I,yes sure
kci3fsc3f4vlida4qnsd736k9,Thu Mar 02 16:28:12 CST 2017,HG,CONCLPRINT,I,@END
c9blu5vldnrpplnrgvav0n27i,Thu Mar 02 16:28:48 CST 2017,U,EP4B,I,"for my suggestion is If I have any stress in their life,I will relax my body and doing some exercise. "
c9blu5vldnrpplnrgvav0n27i,Thu Mar 02 16:28:48 CST 2017,HG,EP4B,I,Did you know that as little as one hour of tai chi can help you deal with stress?
c9blu5vldnrpplnrgvav0n27i,Thu Mar 02 16:29:18 CST 2017,U,RN5A,I,"Yes,I know"
c9blu5vldnrpplnrgvav0n27i,Thu Mar 02 16:29:18 CST 2017,HG,RN5A,I,Some people have trouble with all the memorization when taking exams. How would you rate your memory?
3sg4s7s6v8uq9eac7nf9ec531o,Thu Mar 02 16:29:48 CST 2017,HG,INTRO,,"Hi, I am the health guru. How are you?"
30hqchrgof132kid8d3tlcfde8,Thu Mar 02 16:30:36 CST 2017,HG,INTRO,,"Hi, I am the health guru. How are you?"
ppas39b2miltfcjqd988urn4r7,Thu Mar 02 16:32:38 CST 2017,HG,INTRO,,"Hi, I am the health guru. How are you?"
46qcst1gb8fafagervlog1gadd,Thu Mar 02 16:33:50 CST 2017,HG,INTRO,,"Hi, I am the health guru. How are you?"
46qcst1gb8fafagervlog1gadd,Thu Mar 02 16:34:00 CST 2017,U,RP1A,I,I am well and you?
46qcst1gb8fafagervlog1gadd,Thu Mar 02 16:34:00 CST 2017,HG,RP1A,I,Controlling your weight is beneficial to your health. What do you do to stay healthy?
j70h72fnmu4etab1qo1eeoet4v,Thu Mar 02 16:34:26 CST 2017,HG,INTRO,,"Hi, I am the health guru. How are you?"
46qcst1gb8fafagervlog1gadd,Thu Mar 02 16:34:31 CST 2017,U,EP1B,I,I eat healthy food as I really don‘t get chance to do exercise due to work and studies
46qcst1gb8fafagervlog1gadd,Thu Mar 02 16:34:31 CST 2017,HG,EP1B,I,"Practicing tai chi promotes weight loss, keeping you in good shape. Do you want to hear more about how tai chi helps with weight loss?"
46qcst1gb8fafagervlog1gadd,Thu Mar 02 16:34:41 CST 2017,U,RP2A,I,Yes sure
46qcst1gb8fafagervlog1gadd,Thu Mar 02 16:34:41 CST 2017,HG,RP2A,I,"When you consider muscular strength, do you think of yourself as strong?"
j70h72fnmu4etab1qo1eeoet4v,Thu Mar 02 16:34:44 CST 2017,U,RP1A,I,I am good.What about you?
j70h72fnmu4etab1qo1eeoet4v,Thu Mar 02 16:34:44 CST 2017,HG,RP1A,I,Controlling your weight is beneficial to your health. What do you do to stay healthy?
46qcst1gb8fafagervlog1gadd,Thu Mar 02 16:34:51 CST 2017,U,RP2B,I,I am not that strong
46qcst1gb8fafagervlog1gadd,Thu Mar 02 16:34:51 CST 2017,HG,RP2B,I,Many tai chi exercises help build muscle mass. You can do it from the comfort of your own home at a time that‘s convenient for you. Would you like me to tell you more about it?
46qcst1gb8fafagervlog1gadd,Thu Mar 02 16:35:03 CST 2017,U,RP2C,I,I would love to
46qcst1gb8fafagervlog1gadd,Thu Mar 02 16:35:03 CST 2017,HG,RP2C,I,Did you know that each position in tai chi exercises your upper and lower body strength with gentle movements and positions that target muscle groups?
46qcst1gb8fafagervlog1gadd,Thu Mar 02 16:35:20 CST 2017,U,EP3A,I,No but that sounds interesting
46qcst1gb8fafagervlog1gadd,Thu Mar 02 16:35:20 CST 2017,HG,EP3A,I,Do you ever wonder about the condition of your heart?
46qcst1gb8fafagervlog1gadd,Thu Mar 02 16:35:27 CST 2017,U,EP3B,I,No 
46qcst1gb8fafagervlog1gadd,Thu Mar 02 16:35:27 CST 2017,HG,EP3B,I,Having a healthy heart can add years to your life. What do you think is a good way to take care of your heart?
46qcst1gb8fafagervlog1gadd,Thu Mar 02 16:36:00 CST 2017,U,EP3C,I,Pure environment and healthy food that purifies your blood
46qcst1gb8fafagervlog1gadd,Thu Mar 02 16:36:00 CST 2017,HG,EP3C,I,Do you think you would want to do an exercise like tai chi to help take care of your heart?
46qcst1gb8fafagervlog1gadd,Thu Mar 02 16:36:13 CST 2017,U,EP4A,I,Yes please
46qcst1gb8fafagervlog1gadd,Thu Mar 02 16:36:13 CST 2017,HG,EP4A,I,Have you ever noticed how some people get stressed out all the time? How do you take care of the stress in your life?
j70h72fnmu4etab1qo1eeoet4v,Thu Mar 02 16:36:24 CST 2017,U,EP1B,I,I am going to gym. In gym I do some exercise and weight lifting. 
j70h72fnmu4etab1qo1eeoet4v,Thu Mar 02 16:36:24 CST 2017,HG,EP1B,I,"Practicing tai chi promotes weight loss, keeping you in good shape. Do you want to hear more about how tai chi helps with weight loss?"
46qcst1gb8fafagervlog1gadd,Thu Mar 02 16:36:37 CST 2017,U,EP4B,I,I listen to the music and watch some shows and sleep
46qcst1gb8fafagervlog1gadd,Thu Mar 02 16:36:37 CST 2017,HG,EP4B,I,Did you know that as little as one hour of tai chi can help you deal with stress?
46qcst1gb8fafagervlog1gadd,Thu Mar 02 16:36:51 CST 2017,U,RN5A,I,No but that is great
46qcst1gb8fafagervlog1gadd,Thu Mar 02 16:36:51 CST 2017,HG,RN5A,I,Some people have trouble with all the memorization when taking exams. How would you rate your memory?
46qcst1gb8fafagervlog1gadd,Thu Mar 02 16:36:58 CST 2017,U,RP5B,I,8
46qcst1gb8fafagervlog1gadd,Thu Mar 02 16:36:58 CST 2017,HG,RP5B,I,"Tai chi actually increases blood flow to the brain, which improves cognitive and memory function. Do you think this could help you?"
j70h72fnmu4etab1qo1eeoet4v,Thu Mar 02 16:37:01 CST 2017,U,RP2A,I,"Yes,I want to hear about tai chi"
j70h72fnmu4etab1qo1eeoet4v,Thu Mar 02 16:37:01 CST 2017,HG,RP2A,I,"When you consider muscular strength, do you think of yourself as strong?"
46qcst1gb8fafagervlog1gadd,Thu Mar 02 16:37:14 CST 2017,U,RP6A,I,yes absolutely
46qcst1gb8fafagervlog1gadd,Thu Mar 02 16:37:14 CST 2017,HG,RP6A,I,Even slight exercise can have huge lasting results. Did you know that people who exercise just 15 minutes a day have a 14% lower mortality rate? What are your thoughts on exercise?
46qcst1gb8fafagervlog1gadd,Thu Mar 02 16:37:43 CST 2017,U,RP6B,I,That is actually really great. 
46qcst1gb8fafagervlog1gadd,Thu Mar 02 16:37:43 CST 2017,HG,RP6B,I,Is a tai chi exercise session something you would consider trying?
46qcst1gb8fafagervlog1gadd,Thu Mar 02 16:37:52 CST 2017,U,CONCLTHANKS,I,yes sure
46qcst1gb8fafagervlog1gadd,Thu Mar 02 16:37:52 CST 2017,HG,CONCLTHANKS,I,"Well, thanks for talking to me. Would you be interested in learning more about tai chi?"
46qcst1gb8fafagervlog1gadd,Thu Mar 02 16:38:05 CST 2017,U,CONCLPRINT,I,Yes please
46qcst1gb8fafagervlog1gadd,Thu Mar 02 16:38:05 CST 2017,HG,CONCLPRINT,I,@END
j70h72fnmu4etab1qo1eeoet4v,Thu Mar 02 16:38:14 CST 2017,U,RP2B,I,"Yes,I think myself as strong"
j70h72fnmu4etab1qo1eeoet4v,Thu Mar 02 16:38:14 CST 2017,HG,RP2B,I,Many tai chi exercises help build muscle mass. You can do it from the comfort of your own home at a time that‘s convenient for you. Would you like me to tell you more about it?
j70h72fnmu4etab1qo1eeoet4v,Thu Mar 02 16:38:44 CST 2017,U,RP2C,I,"Yes,Please tell me."
j70h72fnmu4etab1qo1eeoet4v,Thu Mar 02 16:38:44 CST 2017,HG,RP2C,I,Did you know that each position in tai chi exercises your upper and lower body strength with gentle movements and positions that target muscle groups?
j70h72fnmu4etab1qo1eeoet4v,Thu Mar 02 16:39:39 CST 2017,U,EP3A,I,"No,I don‘t know."
j70h72fnmu4etab1qo1eeoet4v,Thu Mar 02 16:39:39 CST 2017,HG,EP3A,I,Do you ever wonder about the condition of your heart?
j70h72fnmu4etab1qo1eeoet4v,Thu Mar 02 16:40:09 CST 2017,U,EP3B,I,"No,I don‘t have any hart condition."
j70h72fnmu4etab1qo1eeoet4v,Thu Mar 02 16:40:09 CST 2017,HG,EP3B,I,Having a healthy heart can add years to your life. What do you think is a good way to take care of your heart?
j70h72fnmu4etab1qo1eeoet4v,Thu Mar 02 16:41:00 CST 2017,U,EP3C,I,For my suggestion early in morning doing Yoga and some exercise.
j70h72fnmu4etab1qo1eeoet4v,Thu Mar 02 16:41:00 CST 2017,HG,EP3C,I,Do you think you would want to do an exercise like tai chi to help take care of your heart?
j70h72fnmu4etab1qo1eeoet4v,Thu Mar 02 16:41:40 CST 2017,U,EP4A,I,"Yes,I think tai chi to help to take care my heart"
j70h72fnmu4etab1qo1eeoet4v,Thu Mar 02 16:41:40 CST 2017,HG,EP4A,I,Have you ever noticed how some people get stressed out all the time? How do you take care of the stress in your life?
j70h72fnmu4etab1qo1eeoet4v,Thu Mar 02 16:42:44 CST 2017,U,EP4B,I,for my suggestion If I have any stress in my life I will do some exercise for the relax my body. 
j70h72fnmu4etab1qo1eeoet4v,Thu Mar 02 16:42:44 CST 2017,HG,EP4B,I,Did you know that as little as one hour of tai chi can help you deal with stress?
j70h72fnmu4etab1qo1eeoet4v,Thu Mar 02 16:43:13 CST 2017,U,RN5A,I,"Yes, I know that."
j70h72fnmu4etab1qo1eeoet4v,Thu Mar 02 16:43:13 CST 2017,HG,RN5A,I,Some people have trouble with all the memorization when taking exams. How would you rate your memory?
j70h72fnmu4etab1qo1eeoet4v,Thu Mar 02 16:44:07 CST 2017,U,RP5B,I,It is good memory for me.It is good experience for me. 
j70h72fnmu4etab1qo1eeoet4v,Thu Mar 02 16:44:07 CST 2017,HG,RP5B,I,"Tai chi actually increases blood flow to the brain, which improves cognitive and memory function. Do you think this could help you?"
j70h72fnmu4etab1qo1eeoet4v,Thu Mar 02 16:44:59 CST 2017,U,RP6A,I,"Yes,I think It is really helpful me."
j70h72fnmu4etab1qo1eeoet4v,Thu Mar 02 16:44:59 CST 2017,HG,RP6A,I,Even slight exercise can have huge lasting results. Did you know that people who exercise just 15 minutes a day have a 14% lower mortality rate? What are your thoughts on exercise?
j70h72fnmu4etab1qo1eeoet4v,Thu Mar 02 16:46:39 CST 2017,U,RP6B,I,My suggestion is give at least one hour or more everyday for the doing exercise.
j70h72fnmu4etab1qo1eeoet4v,Thu Mar 02 16:46:39 CST 2017,HG,RP6B,I,Is a tai chi exercise session something you would consider trying?
j70h72fnmu4etab1qo1eeoet4v,Thu Mar 02 16:47:02 CST 2017,U,CONCLTHANKS,I,"Yes,I will"
j70h72fnmu4etab1qo1eeoet4v,Thu Mar 02 16:47:02 CST 2017,HG,CONCLTHANKS,I,"Well, thanks for talking to me. Would you be interested in learning more about tai chi?"
j70h72fnmu4etab1qo1eeoet4v,Thu Mar 02 16:47:28 CST 2017,U,CONCLPRINT,I,"Yes,I am interested"
j70h72fnmu4etab1qo1eeoet4v,Thu Mar 02 16:47:28 CST 2017,HG,CONCLPRINT,I,@END
onasoib45kes5dugq9l0eqk3la,Fri Mar 03 10:59:31 CST 2017,HG,INTRO,,"Hi, I am the health guru. How are you?"
onasoib45kes5dugq9l0eqk3la,Fri Mar 03 10:59:39 CST 2017,U,RP1A,I,hola
onasoib45kes5dugq9l0eqk3la,Fri Mar 03 10:59:39 CST 2017,HG,RP1A,I,Controlling your weight is beneficial to your health. What do you do to stay healthy?
onasoib45kes5dugq9l0eqk3la,Fri Mar 03 10:59:45 CST 2017,U,EP1B,I,sadfsa/
onasoib45kes5dugq9l0eqk3la,Fri Mar 03 10:59:45 CST 2017,HG,EP1B,I,"Practicing tai chi promotes weight loss, keeping you in good shape. Do you want to hear more about how tai chi helps with weight loss?"
onasoib45kes5dugq9l0eqk3la,Fri Mar 03 10:59:48 CST 2017,U,RP2A,I,sadfsa/
onasoib45kes5dugq9l0eqk3la,Fri Mar 03 10:59:48 CST 2017,HG,RP2A,I,"When you consider muscular strength, do you think of yourself as strong?"
a1sm4mj68har078b7idpqi6v3k,Fri Mar 03 11:00:47 CST 2017,HG,INTRO,,"Hi, I am the health guru. How are you?"
a1sm4mj68har078b7idpqi6v3k,Fri Mar 03 11:00:51 CST 2017,U,RP1A,I,sdfdsaf
a1sm4mj68har078b7idpqi6v3k,Fri Mar 03 11:00:51 CST 2017,HG,RP1A,I,Controlling your weight is beneficial to your health. What do you do to stay healthy?
a1sm4mj68har078b7idpqi6v3k,Fri Mar 03 11:00:54 CST 2017,U,EP1B,I,safsadfsad
a1sm4mj68har078b7idpqi6v3k,Fri Mar 03 11:00:54 CST 2017,HG,EP1B,I,"Practicing tai chi promotes weight loss, keeping you in good shape. Do you want to hear more about how tai chi helps with weight loss?"
gddbmnfg9m329ctmae59mdgidt,Fri Mar 03 11:06:26 CST 2017,HG,INTRO,,"Hi, I am the health guru. How are you?"
gddbmnfg9m329ctmae59mdgidt,Fri Mar 03 11:06:42 CST 2017,U,RP1A,I,I am doing well.  And you?
gddbmnfg9m329ctmae59mdgidt,Fri Mar 03 11:06:42 CST 2017,HG,RP1A,I,Controlling your weight is beneficial to your health. What do you do to stay healthy?
mr2auhdddn24ho1tdva6kdg8m7,Fri Mar 03 11:07:34 CST 2017,HG,INTRO,,"Hi, I am the health guru. How are you?"
mr2auhdddn24ho1tdva6kdg8m7,Fri Mar 03 11:07:49 CST 2017,U,RP1A,I,I‘m fine.
mr2auhdddn24ho1tdva6kdg8m7,Fri Mar 03 11:07:49 CST 2017,HG,RP1A,I,Controlling your weight is beneficial to your health. What do you do to stay healthy?
gddbmnfg9m329ctmae59mdgidt,Fri Mar 03 11:08:01 CST 2017,U,EP1B,I,"I guess we‘re getting right into it then.  I play with my kids, I go for jogs and walks, and my partner and I do some pretty intense aerobic exercises about 3 times/wk"
gddbmnfg9m329ctmae59mdgidt,Fri Mar 03 11:08:01 CST 2017,HG,EP1B,I,"Practicing tai chi promotes weight loss, keeping you in good shape. Do you want to hear more about how tai chi helps with weight loss?"
mr2auhdddn24ho1tdva6kdg8m7,Fri Mar 03 11:08:16 CST 2017,U,EP1B,I,I eat in moderation and I walk a lot.
mr2auhdddn24ho1tdva6kdg8m7,Fri Mar 03 11:08:16 CST 2017,HG,EP1B,I,"Practicing tai chi promotes weight loss, keeping you in good shape. Do you want to hear more about how tai chi helps with weight loss?"
gddbmnfg9m329ctmae59mdgidt,Fri Mar 03 11:08:23 CST 2017,U,RP2A,I,What is tai chi?
gddbmnfg9m329ctmae59mdgidt,Fri Mar 03 11:08:23 CST 2017,HG,RP2A,I,"When you consider muscular strength, do you think of yourself as strong?"
mr2auhdddn24ho1tdva6kdg8m7,Fri Mar 03 11:08:30 CST 2017,U,RP2A,I,Sure.
mr2auhdddn24ho1tdva6kdg8m7,Fri Mar 03 11:08:30 CST 2017,HG,RP2A,I,"When you consider muscular strength, do you think of yourself as strong?"
gddbmnfg9m329ctmae59mdgidt,Fri Mar 03 11:08:35 CST 2017,U,RP2B,I,yes
gddbmnfg9m329ctmae59mdgidt,Fri Mar 03 11:08:35 CST 2017,HG,RP2B,I,Many tai chi exercises help build muscle mass. You can do it from the comfort of your own home at a time that‘s convenient for you. Would you like me to tell you more about it?
mr2auhdddn24ho1tdva6kdg8m7,Fri Mar 03 11:08:49 CST 2017,U,RP2B,I,Somewhat.
mr2auhdddn24ho1tdva6kdg8m7,Fri Mar 03 11:08:49 CST 2017,HG,RP2B,I,Many tai chi exercises help build muscle mass. You can do it from the comfort of your own home at a time that‘s convenient for you. Would you like me to tell you more about it?
mr2auhdddn24ho1tdva6kdg8m7,Fri Mar 03 11:09:04 CST 2017,U,RP2C,I,Sure.
mr2auhdddn24ho1tdva6kdg8m7,Fri Mar 03 11:09:04 CST 2017,HG,RP2C,I,Did you know that each position in tai chi exercises your upper and lower body strength with gentle movements and positions that target muscle groups?
gddbmnfg9m329ctmae59mdgidt,Fri Mar 03 11:09:09 CST 2017,U,RP2C,I,If you wish
gddbmnfg9m329ctmae59mdgidt,Fri Mar 03 11:09:09 CST 2017,HG,RP2C,I,Did you know that each position in tai chi exercises your upper and lower body strength with gentle movements and positions that target muscle groups?
mr2auhdddn24ho1tdva6kdg8m7,Fri Mar 03 11:09:24 CST 2017,U,EP3A,I,I did not know that.
mr2auhdddn24ho1tdva6kdg8m7,Fri Mar 03 11:09:24 CST 2017,HG,EP3A,I,Do you ever wonder about the condition of your heart?
mr2auhdddn24ho1tdva6kdg8m7,Fri Mar 03 11:09:39 CST 2017,U,EP3B,I,Yes. I do.
mr2auhdddn24ho1tdva6kdg8m7,Fri Mar 03 11:09:39 CST 2017,HG,EP3B,I,Having a healthy heart can add years to your life. What do you think is a good way to take care of your heart?
gddbmnfg9m329ctmae59mdgidt,Fri Mar 03 11:09:45 CST 2017,U,EP3A,I,"it‘s almost like slow-moving yoga without the position holds, correct?"
gddbmnfg9m329ctmae59mdgidt,Fri Mar 03 11:09:45 CST 2017,HG,EP3A,I,Do you ever wonder about the condition of your heart?
mr2auhdddn24ho1tdva6kdg8m7,Fri Mar 03 11:10:01 CST 2017,U,EP3C,I,By being active and eating right.
mr2auhdddn24ho1tdva6kdg8m7,Fri Mar 03 11:10:01 CST 2017,HG,EP3C,I,Do you think you would want to do an exercise like tai chi to help take care of your heart?
gddbmnfg9m329ctmae59mdgidt,Fri Mar 03 11:10:13 CST 2017,U,EP3B,SI,Do you ever wonder about the condition of my heart?
gddbmnfg9m329ctmae59mdgidt,Fri Mar 03 11:10:13 CST 2017,HG,EP3B,SI,Having a healthy heart can add years to your life. What do you think is a good way to take care of your heart?
mr2auhdddn24ho1tdva6kdg8m7,Fri Mar 03 11:10:26 CST 2017,U,EP4A,I,It depends on the time.
mr2auhdddn24ho1tdva6kdg8m7,Fri Mar 03 11:10:26 CST 2017,HG,EP4A,I,Have you ever noticed how some people get stressed out all the time? How do you take care of the stress in your life?
gddbmnfg9m329ctmae59mdgidt,Fri Mar 03 11:10:50 CST 2017,U,EP3C,SI,Just move your body a lot
gddbmnfg9m329ctmae59mdgidt,Fri Mar 03 11:10:50 CST 2017,HG,EP3C,SI,Do you think you would want to do an exercise like tai chi to help take care of your heart?
mr2auhdddn24ho1tdva6kdg8m7,Fri Mar 03 11:11:00 CST 2017,U,EP4B,I,"I walk, read, listen to music, and read some more."
mr2auhdddn24ho1tdva6kdg8m7,Fri Mar 03 11:11:00 CST 2017,HG,EP4B,I,Did you know that as little as one hour of tai chi can help you deal with stress?
gddbmnfg9m329ctmae59mdgidt,Fri Mar 03 11:11:06 CST 2017,U,CONCLPRINT,SI,I already do
gddbmnfg9m329ctmae59mdgidt,Fri Mar 03 11:11:06 CST 2017,HG,CONCLPRINT,SI,@END
mr2auhdddn24ho1tdva6kdg8m7,Fri Mar 03 11:11:20 CST 2017,U,EP5A,SI,I assumed so.
mr2auhdddn24ho1tdva6kdg8m7,Fri Mar 03 11:11:20 CST 2017,HG,EP5A,SI,Some people have great memories! Others can‘t even remember what they had for breakfast. How well would you rate your memory?
mr2auhdddn24ho1tdva6kdg8m7,Fri Mar 03 11:12:00 CST 2017,U,EN5B,SI,My memory is pretty good.
mr2auhdddn24ho1tdva6kdg8m7,Fri Mar 03 11:12:00 CST 2017,HG,EN5B,SI,Tai chi helps with your cognitive and memory abilities. How do you see yourself improving those average skills?
mr2auhdddn24ho1tdva6kdg8m7,Fri Mar 03 11:12:35 CST 2017,U,RN7A,I,By reading and testing my reading comprehension.
mr2auhdddn24ho1tdva6kdg8m7,Fri Mar 03 11:12:36 CST 2017,HG,RN7A,I,Depression can have a negative effect on your health. Your mind is important to your overall health. Is that something that worries you?
mr2auhdddn24ho1tdva6kdg8m7,Fri Mar 03 11:13:41 CST 2017,U,RN7B,I,I know all about depression. There was a time in my life when depression was taking a toll on me. I don‘t worry about it anymore.
mr2auhdddn24ho1tdva6kdg8m7,Fri Mar 03 11:13:41 CST 2017,HG,RN7B,I,Tai chi helps you focus on the balance of your mind and body. Do you think this is something that can help you?
mr2auhdddn24ho1tdva6kdg8m7,Fri Mar 03 11:13:52 CST 2017,U,CONCLTHANKS,I,Sure.
mr2auhdddn24ho1tdva6kdg8m7,Fri Mar 03 11:13:52 CST 2017,HG,CONCLTHANKS,I,"Well, thanks for talking to me. Would you be interested in learning more about tai chi?"
mr2auhdddn24ho1tdva6kdg8m7,Fri Mar 03 11:14:08 CST 2017,U,CONCLPRINT,I,Yes.
mr2auhdddn24ho1tdva6kdg8m7,Fri Mar 03 11:14:08 CST 2017,HG,CONCLPRINT,I,@END
nubfub54b20fu4vsqigi6o2fl7,Fri Mar 03 11:21:21 CST 2017,HG,INTRO,,"Hi, I am the health guru. How are you?"
nubfub54b20fu4vsqigi6o2fl7,Fri Mar 03 11:21:30 CST 2017,U,RP1A,I,okay
nubfub54b20fu4vsqigi6o2fl7,Fri Mar 03 11:21:30 CST 2017,HG,RP1A,I,Controlling your weight is beneficial to your health. What do you do to stay healthy?
nubfub54b20fu4vsqigi6o2fl7,Fri Mar 03 11:21:55 CST 2017,U,EP1B,I,eat healthy and exercise
nubfub54b20fu4vsqigi6o2fl7,Fri Mar 03 11:21:55 CST 2017,HG,EP1B,I,"Practicing tai chi promotes weight loss, keeping you in good shape. Do you want to hear more about how tai chi helps with weight loss?"
nubfub54b20fu4vsqigi6o2fl7,Fri Mar 03 11:22:08 CST 2017,U,RP2A,I,yes
nubfub54b20fu4vsqigi6o2fl7,Fri Mar 03 11:22:08 CST 2017,HG,RP2A,I,"When you consider muscular strength, do you think of yourself as strong?"
nubfub54b20fu4vsqigi6o2fl7,Fri Mar 03 11:22:20 CST 2017,U,RP2B,I,about average
nubfub54b20fu4vsqigi6o2fl7,Fri Mar 03 11:22:20 CST 2017,HG,RP2B,I,Many tai chi exercises help build muscle mass. You can do it from the comfort of your own home at a time that‘s convenient for you. Would you like me to tell you more about it?
nubfub54b20fu4vsqigi6o2fl7,Fri Mar 03 11:22:38 CST 2017,U,RP2C,I,i do not see why nt
nubfub54b20fu4vsqigi6o2fl7,Fri Mar 03 11:22:38 CST 2017,HG,RP2C,I,Did you know that each position in tai chi exercises your upper and lower body strength with gentle movements and positions that target muscle groups?
nubfub54b20fu4vsqigi6o2fl7,Fri Mar 03 11:22:54 CST 2017,U,EP3A,SI,i figured as much
nubfub54b20fu4vsqigi6o2fl7,Fri Mar 03 11:22:54 CST 2017,HG,EP3A,SI,Do you ever wonder about the condition of your heart?
nubfub54b20fu4vsqigi6o2fl7,Fri Mar 03 11:23:28 CST 2017,U,EP3B,I,yes but not to the extent that I would consider getting an exmination 
nubfub54b20fu4vsqigi6o2fl7,Fri Mar 03 11:23:28 CST 2017,HG,EP3B,I,Having a healthy heart can add years to your life. What do you think is a good way to take care of your heart?
nubfub54b20fu4vsqigi6o2fl7,Fri Mar 03 11:24:08 CST 2017,U,EP3C,I,"eating healthy, exercising on a consistent basis and sleeoing"
nubfub54b20fu4vsqigi6o2fl7,Fri Mar 03 11:24:08 CST 2017,HG,EP3C,I,Do you think you would want to do an exercise like tai chi to help take care of your heart?
nubfub54b20fu4vsqigi6o2fl7,Fri Mar 03 11:24:21 CST 2017,U,EP4A,SI,maybe
nubfub54b20fu4vsqigi6o2fl7,Fri Mar 03 11:24:21 CST 2017,HG,EP4A,SI,Have you ever noticed how some people get stressed out all the time? How do you take care of the stress in your life?
nubfub54b20fu4vsqigi6o2fl7,Fri Mar 03 11:25:32 CST 2017,U,EP4B,I,I quantify the stress and break it into smaller pieces 
nubfub54b20fu4vsqigi6o2fl7,Fri Mar 03 11:25:32 CST 2017,HG,EP4B,I,Did you know that as little as one hour of tai chi can help you deal with stress?
nubfub54b20fu4vsqigi6o2fl7,Fri Mar 03 11:26:07 CST 2017,U,EP5A,SI,an hour is a lot of time but sure i guess so
nubfub54b20fu4vsqigi6o2fl7,Fri Mar 03 11:26:07 CST 2017,HG,EP5A,SI,Some people have great memories! Others can‘t even remember what they had for breakfast. How well would you rate your memory?
nubfub54b20fu4vsqigi6o2fl7,Fri Mar 03 11:26:43 CST 2017,U,EP5B,I,"random, I remember things that a are insignificant and forgot things that actually matter "
nubfub54b20fu4vsqigi6o2fl7,Fri Mar 03 11:26:43 CST 2017,HG,EP5B,I,Tai chi helps with your cognitive and memory abilities. What would you be able to do if you had a better memory?
nubfub54b20fu4vsqigi6o2fl7,Fri Mar 03 11:27:03 CST 2017,U,EP7A,I,School would be much easier
nubfub54b20fu4vsqigi6o2fl7,Fri Mar 03 11:27:03 CST 2017,HG,EP7A,I,Having physical activity in your life is one great way to promote happiness and avoid depression. How happy would you say you currently are?
nubfub54b20fu4vsqigi6o2fl7,Fri Mar 03 11:27:30 CST 2017,U,EP7B,I,I am content with my life and try to see the good in thing no matter how bleak things get
nubfub54b20fu4vsqigi6o2fl7,Fri Mar 03 11:27:30 CST 2017,HG,EP7B,I,Practicing tai chi leads to improved happiness and a lower chance of depression. What do you think of that?
nubfub54b20fu4vsqigi6o2fl7,Fri Mar 03 11:27:40 CST 2017,U,CONCLTHANKS,I,sounds good to me
